numero habitantes,Zona_Entorno,Region,consumo kwh mensual,Aislamiento_Termico,Material_Vivienda,Uso_Calentador,Tiene_AC,Indice_Eficiencia_Energetica,Horas_Ocupacion_dia,Temp_Promedio_Celsius,area construccion metros cuadrados,gasto usd mensual
5,Comercial,Sierra,313.6,Bueno,Mixto,Si,Si,96,13,32.0,127.8,34.78
7,Residencial,Costa,300.7,Bueno,Hormigon,Si,Si,60,22,21.6,65.3,35.2
3,Comercial,Oriente,186.8,Bueno,Hormigon,Si,No,94,22,22.1,121.0,22.1
6,Comercial,Oriente,189.5,Malo,Hormigon,No,Si,98,5,31.8,139.5,22.69
5,Residencial,Sierra,321.5,Malo,Hormigon,No,Si,80,18,19.2,90.6,38.21
5,Residencial,Costa,189.5,Malo,Mixto,Si,Si,72,4,27.1,83.9,25.47
3,Residencial,Oriente,342.2,Malo,Madera,No,No,59,13,28.2,63.8,39.05
3,Comercial,Costa,146.1,Malo,Hormigon,No,Si,72,9,25.6,110.4,22.39
7,Residencial,Costa,310.4,Malo,Madera,No,Si,79,16,28.4,122.0,33.86
3,Comercial,Costa,301.8,Malo,Hormigon,Si,No,74,13,20.6,124.5,32.84
6,Residencial,Sierra,350.1,Bueno,Mixto,Si,No,73,15,30.8,126.5,38.47
5,Residencial,Costa,224.5,Regular,Madera,No,Si,75,9,20.1,68.0,25.43
3,Comercial,Oriente,294.5,Malo,Mixto,Si,Si,66,9,24.0,127.1,53.82
2,Comercial,Costa,235.6,Regular,Hormigon,No,No,58,4,19.1,131.7,33.89
4,Comercial,Oriente,184.3,Malo,Mixto,No,Si,82,15,26.2,102.0,23.09
4,Comercial,Costa,188.5,Malo,Mixto,No,Si,44,13,28.0,151.3,27.45
7,Comercial,Oriente,215.1,Bueno,Hormigon,Si,No,68,17,32.1,137.5,23.67
2,Comercial,Oriente,285.1,Regular,Hormigon,Si,Si,95,18,29.1,100.3,35.99
3,Comercial,Costa,139.7,Bueno,Madera,No,Si,49,7,26.1,71.6,21.1
2,Comercial,Costa,223.5,Bueno,Hormigon,Si,No,95,4,32.0,109.1,29.63
4,Residencial,Oriente,202.8,Regular,Madera,No,Si,98,11,25.2,102.7,27.84
7,Comercial,Sierra,217.4,Bueno,Mixto,Si,Si,94,6,26.4,112.7,33.28
2,Comercial,Costa,147.4,Malo,Mixto,Si,Si,79,17,26.9,50.0,17.19
3,Residencial,Sierra,235.2,Malo,Madera,Si,No,52,20,24.1,125.1,28.49
2,Comercial,Costa,344.9,Malo,Hormigon,No,Si,68,5,30.6,120.8,40.36
4,Residencial,Costa,313.6,Malo,Hormigon,No,No,44,18,20.8,88.9,47.36
3,Residencial,Costa,243.1,Malo,Mixto,No,No,97,9,26.3,136.8,26.42
4,Comercial,Costa,141.6,Bueno,Madera,Si,Si,97,8,28.8,92.8,22.41
6,Residencial,Sierra,208.0,Bueno,Mixto,No,No,98,17,31.6,116.0,22.86
2,Comercial,Costa,263.0,Malo,Mixto,No,Si,51,22,31.3,128.0,36.13
4,Residencial,Oriente,179.2,Malo,Hormigon,No,Si,98,12,25.6,118.7,24.3
2,Residencial,Oriente,239.3,Bueno,Madera,No,Si,52,11,27.6,91.0,33.93
2,Residencial,Sierra,272.0,Regular,Mixto,Si,No,61,6,23.9,87.8,36.21
3,Comercial,Costa,153.3,Bueno,Hormigon,Si,Si,79,21,25.0,104.9,22.53
4,Comercial,Oriente,266.8,Bueno,Mixto,No,Si,54,11,31.6,88.0,43.3
4,Residencial,Sierra,266.9,Bueno,Mixto,Si,Si,52,19,32.0,80.2,33.01
2,Residencial,Costa,184.3,Bueno,Hormigon,Si,No,40,18,31.4,86.9,23.48
4,Comercial,Oriente,167.2,Bueno,Hormigon,Si,No,93,18,20.1,154.7,22.8
2,Comercial,Oriente,244.6,Regular,Madera,Si,Si,77,19,30.8,121.8,30.91
3,Residencial,Sierra,113.5,Malo,Mixto,Si,Si,82,4,32.2,101.3,15.78
4,Residencial,Costa,157.8,Malo,Madera,No,Si,84,13,23.4,71.7,19.57
3,Comercial,Costa,305.9,Regular,Hormigon,Si,Si,92,22,25.8,88.2,40.53
3,Comercial,Oriente,278.5,Malo,Hormigon,No,No,91,8,29.7,141.8,34.29
6,Comercial,Oriente,352.0,Malo,Mixto,No,No,40,21,26.4,138.8,50.73
5,Comercial,Oriente,201.1,Malo,Madera,No,No,50,6,32.9,141.9,26.36
1,Comercial,Costa,206.9,Regular,Madera,Si,No,97,7,24.8,114.7,24.31
6,Residencial,Sierra,271.3,Regular,Mixto,Si,No,82,7,28.7,143.0,33.42
3,Comercial,Sierra,305.7,Malo,Mixto,Si,No,79,14,29.9,155.7,38.0
5,Residencial,Costa,211.7,Malo,Madera,Si,No,61,12,25.4,103.3,25.44
5,Comercial,Sierra,252.4,Malo,Hormigon,No,Si,74,4,30.9,123.7,36.19
3,Residencial,Oriente,273.6,Bueno,Hormigon,No,Si,99,19,26.2,120.7,35.25
2,Comercial,Sierra,154.7,Bueno,Mixto,No,Si,90,12,24.2,56.4,17.68
1,Comercial,Sierra,224.1,Bueno,Madera,Si,Si,83,14,19.6,96.8,26.44
4,Residencial,Sierra,145.6,Regular,Madera,No,Si,45,9,23.9,88.3,16.69
3,Residencial,Oriente,259.6,Malo,Madera,No,Si,67,20,29.0,129.3,36.53
2,Comercial,Costa,253.2,Regular,Hormigon,No,No,70,15,31.8,125.3,32.73
4,Comercial,Oriente,204.0,Regular,Hormigon,Si,Si,94,11,21.8,104.4,39.08
3,Comercial,Costa,243.2,Regular,Madera,No,No,47,19,23.3,82.2,38.53
3,Comercial,Costa,302.0,Malo,Madera,No,Si,44,8,20.3,77.8,33.11
6,Comercial,Costa,199.2,Bueno,Mixto,Si,No,81,4,28.4,110.5,33.54
7,Residencial,Sierra,278.2,Malo,Mixto,No,No,93,20,32.4,124.0,32.12
2,Residencial,Sierra,131.4,Malo,Madera,Si,Si,87,11,27.6,92.5,22.73
3,Comercial,Costa,119.2,Regular,Madera,No,Si,83,13,27.3,153.8,16.2
5,Residencial,Costa,312.9,Regular,Hormigon,Si,Si,56,21,26.3,153.3,34.55
5,Residencial,Sierra,207.2,Regular,Madera,Si,Si,77,18,19.3,117.1,33.41
6,Residencial,Oriente,197.4,Bueno,Mixto,Si,Si,48,23,28.9,132.5,24.93
7,Comercial,Costa,263.6,Bueno,Hormigon,No,No,49,16,27.0,156.1,34.52
1,Residencial,Oriente,242.4,Bueno,Mixto,No,Si,59,13,27.9,57.9,28.46
3,Comercial,Sierra,290.6,Malo,Mixto,Si,No,53,12,31.5,123.0,31.55
4,Residencial,Costa,180.9,Regular,Hormigon,Si,No,53,16,29.8,149.0,24.19
3,Comercial,Oriente,150.7,Malo,Mixto,Si,No,65,6,29.7,114.1,23.91
2,Residencial,Oriente,263.0,Bueno,Madera,Si,Si,68,6,31.9,129.5,33.19
3,Comercial,Oriente,239.8,Regular,Mixto,Si,Si,88,4,32.8,135.2,26.76
4,Comercial,Sierra,158.6,Bueno,Hormigon,Si,Si,66,5,26.7,115.8,25.24
1,Residencial,Sierra,261.8,Regular,Hormigon,Si,Si,64,14,19.6,105.0,35.99
4,Comercial,Oriente,427.2,Regular,Hormigon,Si,Si,55,17,24.9,130.9,45.37
4,Comercial,Oriente,324.9,Malo,Mixto,Si,Si,75,13,29.8,104.2,41.11
4,Comercial,Sierra,265.2,Malo,Madera,Si,No,73,10,18.4,123.6,35.91
2,Comercial,Oriente,140.3,Bueno,Hormigon,Si,Si,55,4,18.9,55.3,28.74
5,Comercial,Oriente,315.6,Malo,Madera,Si,No,72,10,19.0,138.9,36.83
6,Comercial,Sierra,276.7,Malo,Hormigon,No,No,42,18,29.0,104.0,35.86
7,Comercial,Oriente,206.2,Malo,Madera,Si,Si,62,14,25.5,112.2,40.07
4,Comercial,Oriente,285.9,Regular,Madera,No,Si,50,9,23.5,128.8,51.91
4,Residencial,Oriente,205.4,Malo,Madera,No,Si,87,10,19.6,103.5,25.99
5,Residencial,Sierra,405.4,Bueno,Hormigon,No,Si,97,10,29.0,128.3,53.02
2,Comercial,Oriente,323.4,Regular,Mixto,Si,Si,57,4,22.8,97.0,36.07
6,Comercial,Sierra,318.3,Regular,Mixto,No,Si,86,13,22.0,105.8,34.8
3,Residencial,Sierra,259.9,Malo,Mixto,Si,No,80,18,27.8,98.2,34.68
3,Residencial,Costa,141.8,Regular,Madera,No,No,83,11,26.4,141.2,17.84
2,Residencial,Costa,246.7,Bueno,Hormigon,Si,No,68,22,23.4,103.2,28.12
4,Comercial,Oriente,231.9,Bueno,Madera,Si,No,98,6,27.6,99.6,25.19
3,Residencial,Sierra,207.6,Regular,Hormigon,No,No,89,18,22.1,116.8,27.21
3,Comercial,Costa,235.6,Malo,Madera,No,No,44,7,29.9,97.6,27.03
5,Comercial,Oriente,253.9,Malo,Hormigon,Si,Si,63,9,21.4,120.0,29.86
2,Residencial,Costa,189.3,Regular,Hormigon,No,Si,68,13,20.4,126.4,23.27
5,Comercial,Costa,209.7,Bueno,Hormigon,Si,Si,68,21,29.7,50.0,32.99
3,Comercial,Sierra,109.9,Regular,Madera,Si,No,99,19,28.6,101.6,18.42
1,Comercial,Sierra,103.7,Malo,Mixto,Si,No,65,21,20.7,103.5,15.33
5,Comercial,Costa,273.8,Malo,Madera,No,No,79,9,19.7,148.9,34.09
6,Residencial,Costa,356.2,Regular,Madera,Si,Si,42,22,30.6,145.0,45.04
3,Residencial,Sierra,261.5,Bueno,Hormigon,Si,Si,41,20,29.6,101.3,31.11
4,Comercial,Oriente,210.6,Regular,Hormigon,Si,Si,64,21,22.9,78.6,25.57
3,Comercial,Sierra,250.0,Bueno,Mixto,Si,No,58,16,27.9,93.4,28.69
4,Residencial,Costa,196.1,Bueno,Mixto,No,No,79,10,19.9,80.1,23.33
7,Comercial,Oriente,265.5,Regular,Hormigon,No,No,41,23,25.6,109.9,33.69
3,Residencial,Costa,205.3,Regular,Mixto,No,Si,58,15,18.3,118.4,23.69
4,Comercial,Oriente,213.4,Bueno,Mixto,No,No,40,5,23.9,85.7,30.26
3,Comercial,Costa,213.5,Bueno,Hormigon,Si,Si,66,15,19.1,115.2,26.87
2,Residencial,Oriente,181.7,Bueno,Madera,Si,Si,93,15,25.1,79.1,30.86
2,Residencial,Oriente,259.0,Bueno,Mixto,Si,Si,84,7,24.3,136.7,35.08
3,Residencial,Costa,176.0,Malo,Hormigon,Si,Si,94,7,24.7,118.9,25.0
4,Residencial,Oriente,157.8,Regular,Mixto,Si,Si,91,21,18.7,65.7,21.22
3,Comercial,Sierra,171.5,Bueno,Mixto,Si,Si,88,19,23.4,107.2,29.83
4,Residencial,Costa,286.3,Regular,Hormigon,No,Si,74,17,29.3,107.0,35.77
3,Comercial,Sierra,240.7,Bueno,Mixto,Si,No,80,20,23.5,113.9,40.51
1,Residencial,Costa,212.9,Regular,Mixto,Si,Si,44,20,28.7,126.0,30.2
4,Residencial,Oriente,313.0,Regular,Mixto,Si,No,77,6,23.5,128.1,55.77
6,Comercial,Oriente,326.9,Bueno,Madera,No,Si,43,9,24.3,128.9,42.48
3,Residencial,Oriente,187.9,Bueno,Madera,Si,Si,56,16,26.5,70.0,23.69
4,Residencial,Costa,199.7,Regular,Mixto,Si,Si,92,12,32.3,133.7,30.02
3,Residencial,Sierra,303.9,Regular,Hormigon,Si,No,60,12,19.6,143.8,42.05
5,Residencial,Sierra,189.1,Regular,Mixto,No,Si,92,11,18.5,161.1,27.61
6,Comercial,Costa,324.7,Malo,Mixto,Si,Si,87,20,27.1,93.7,36.96
5,Comercial,Costa,235.0,Bueno,Madera,Si,No,70,19,32.2,57.1,27.69
6,Residencial,Sierra,175.7,Malo,Madera,No,No,87,19,32.8,128.8,24.21
4,Residencial,Sierra,342.8,Malo,Madera,Si,No,61,22,25.3,109.9,42.76
5,Residencial,Sierra,150.8,Bueno,Mixto,No,No,50,19,25.0,105.0,21.26
3,Comercial,Sierra,245.7,Bueno,Mixto,Si,Si,73,17,27.7,50.0,32.74
6,Comercial,Costa,246.5,Malo,Hormigon,No,Si,88,23,26.3,127.4,33.21
3,Comercial,Costa,240.8,Bueno,Mixto,Si,No,54,17,27.5,127.7,32.5
1,Comercial,Oriente,82.7,Regular,Mixto,Si,Si,89,17,31.1,137.7,12.04
2,Residencial,Sierra,240.2,Regular,Madera,No,No,49,17,29.2,98.1,31.87
1,Residencial,Oriente,208.5,Malo,Madera,Si,No,77,15,25.5,102.2,33.5
5,Residencial,Costa,147.4,Malo,Madera,Si,No,71,9,24.9,86.9,22.96
3,Comercial,Costa,265.7,Bueno,Madera,No,Si,92,23,27.6,126.6,30.77
4,Residencial,Oriente,265.3,Bueno,Madera,Si,No,87,16,24.8,107.6,36.06
4,Comercial,Sierra,279.2,Malo,Hormigon,No,Si,70,19,24.9,83.0,30.88
2,Comercial,Sierra,197.7,Malo,Hormigon,Si,Si,76,12,18.2,102.5,25.74
5,Residencial,Sierra,139.4,Regular,Hormigon,No,Si,83,5,20.6,122.2,19.52
2,Residencial,Sierra,242.6,Regular,Madera,Si,No,67,6,25.3,97.7,37.34
4,Residencial,Oriente,134.2,Bueno,Madera,Si,Si,70,13,30.3,125.5,16.55
5,Comercial,Oriente,319.2,Regular,Madera,No,No,45,23,22.2,139.1,51.53
2,Comercial,Costa,238.6,Bueno,Hormigon,Si,Si,53,5,25.8,131.7,40.59
4,Residencial,Sierra,311.6,Bueno,Madera,No,Si,97,13,23.2,111.9,39.57
4,Residencial,Sierra,230.4,Bueno,Hormigon,No,Si,62,11,19.6,127.2,25.51
4,Comercial,Sierra,274.2,Regular,Madera,No,No,55,20,32.4,116.3,32.17
5,Residencial,Oriente,306.2,Malo,Mixto,Si,No,64,4,30.8,86.6,49.48
4,Comercial,Sierra,276.1,Malo,Hormigon,Si,No,78,9,19.2,89.5,32.65
4,Comercial,Oriente,304.0,Regular,Mixto,Si,No,41,10,28.8,98.9,38.52
6,Residencial,Sierra,154.7,Malo,Hormigon,No,Si,77,18,23.2,136.9,20.97
1,Residencial,Sierra,237.2,Bueno,Madera,No,Si,80,21,32.9,119.6,29.38
5,Residencial,Costa,304.4,Malo,Madera,No,No,78,12,22.5,77.4,38.2
4,Residencial,Sierra,279.8,Regular,Mixto,Si,No,73,11,21.6,98.4,33.26
3,Comercial,Sierra,248.7,Malo,Madera,No,No,90,13,26.5,128.3,31.32
6,Comercial,Costa,336.7,Bueno,Hormigon,Si,No,79,7,30.5,134.3,41.04
3,Comercial,Oriente,188.8,Bueno,Madera,Si,Si,82,23,20.9,111.6,22.79
4,Residencial,Oriente,288.8,Regular,Madera,Si,No,64,11,28.6,137.1,42.74
2,Comercial,Sierra,172.7,Regular,Hormigon,Si,No,75,4,18.9,81.2,24.97
5,Residencial,Oriente,234.2,Regular,Mixto,Si,Si,55,11,31.8,90.5,30.99
4,Residencial,Sierra,201.3,Bueno,Mixto,Si,No,96,15,19.2,65.2,23.09
3,Residencial,Costa,237.6,Malo,Madera,Si,Si,57,18,31.7,141.4,26.01
3,Residencial,Costa,313.1,Malo,Hormigon,Si,No,52,16,25.4,94.2,41.92
5,Residencial,Sierra,263.0,Regular,Mixto,No,Si,98,19,24.7,142.0,33.8
2,Residencial,Costa,205.5,Malo,Mixto,Si,No,76,21,32.6,116.4,23.15
7,Comercial,Costa,336.2,Malo,Madera,Si,No,66,4,32.9,91.9,38.52
4,Residencial,Sierra,259.7,Regular,Hormigon,No,No,73,20,27.8,99.1,34.64
1,Comercial,Sierra,85.7,Regular,Mixto,No,No,50,19,19.9,80.0,16.91
2,Comercial,Costa,120.0,Bueno,Madera,No,No,40,8,25.6,115.9,22.05
2,Residencial,Oriente,180.4,Bueno,Madera,No,Si,52,23,25.9,123.8,23.77
6,Residencial,Oriente,172.3,Bueno,Madera,Si,No,69,13,25.7,67.1,29.22
4,Residencial,Sierra,276.1,Bueno,Madera,No,Si,44,9,26.5,116.6,37.74
5,Comercial,Sierra,227.3,Malo,Mixto,No,Si,57,15,18.3,54.0,28.37
4,Residencial,Oriente,184.9,Malo,Hormigon,No,Si,53,13,28.7,140.3,27.32
4,Comercial,Costa,252.4,Bueno,Madera,No,Si,52,20,28.7,76.7,29.66
1,Residencial,Oriente,222.3,Bueno,Madera,Si,No,71,5,19.7,125.7,32.16
3,Residencial,Oriente,276.0,Regular,Mixto,No,No,46,22,26.6,122.4,37.12
2,Comercial,Oriente,169.0,Malo,Madera,No,No,47,23,26.5,99.5,24.29
5,Comercial,Oriente,180.1,Malo,Madera,No,No,89,9,28.2,96.3,26.04
3,Residencial,Sierra,365.5,Bueno,Hormigon,No,Si,46,16,19.3,102.5,46.29
5,Comercial,Sierra,253.2,Malo,Madera,Si,Si,91,12,27.4,86.6,28.7
5,Comercial,Costa,156.9,Regular,Mixto,No,Si,88,15,22.2,177.4,19.84
3,Comercial,Costa,260.0,Regular,Hormigon,No,No,55,21,25.6,109.5,41.19
4,Comercial,Costa,188.4,Malo,Mixto,No,No,82,11,29.6,88.8,30.86
6,Comercial,Costa,318.8,Bueno,Hormigon,Si,No,70,21,28.6,63.2,50.41
3,Residencial,Oriente,188.7,Malo,Hormigon,No,No,90,5,19.8,151.0,22.64
6,Residencial,Sierra,279.0,Regular,Madera,No,Si,66,11,26.9,56.8,36.01
4,Comercial,Sierra,301.1,Bueno,Madera,Si,No,99,13,32.5,148.0,36.21
6,Residencial,Costa,350.7,Malo,Madera,No,No,72,12,20.4,146.5,41.11
4,Residencial,Costa,268.3,Bueno,Mixto,Si,Si,92,21,30.8,136.7,32.33
4,Comercial,Oriente,280.1,Bueno,Madera,Si,Si,68,11,28.5,71.0,49.01
5,Residencial,Oriente,245.9,Regular,Madera,No,No,47,22,29.6,153.4,33.04
5,Comercial,Costa,363.8,Bueno,Hormigon,No,No,72,6,22.2,83.6,40.81
3,Comercial,Sierra,241.1,Malo,Madera,Si,Si,80,12,22.3,121.6,27.56
5,Residencial,Sierra,239.9,Bueno,Madera,Si,No,58,16,31.6,108.5,30.95
2,Comercial,Sierra,181.7,Bueno,Madera,No,Si,60,12,23.4,136.3,22.6
2,Comercial,Costa,83.9,Malo,Madera,Si,Si,80,23,18.9,60.6,17.19
6,Comercial,Sierra,186.1,Regular,Hormigon,Si,No,60,15,27.0,109.3,22.14
5,Comercial,Oriente,314.1,Regular,Madera,No,Si,64,16,19.9,96.4,35.49
3,Comercial,Oriente,247.7,Malo,Hormigon,Si,No,81,11,29.9,144.1,39.1
2,Residencial,Costa,260.7,Malo,Mixto,Si,No,95,18,27.6,123.7,31.26
6,Residencial,Oriente,201.2,Regular,Madera,Si,No,62,16,31.1,70.9,25.57
1,Comercial,Costa,118.4,Bueno,Madera,Si,No,50,16,29.8,59.1,16.35
4,Comercial,Sierra,142.1,Malo,Madera,Si,Si,72,20,19.7,105.3,25.12
5,Residencial,Sierra,236.5,Bueno,Hormigon,Si,No,59,18,23.7,126.3,27.4
2,Comercial,Sierra,240.2,Malo,Madera,No,No,64,22,29.6,127.2,33.13
4,Residencial,Oriente,317.7,Regular,Madera,Si,Si,65,6,24.3,114.3,47.83
4,Comercial,Costa,224.9,Bueno,Mixto,No,No,79,17,32.6,106.6,27.85
6,Comercial,Sierra,338.8,Bueno,Hormigon,No,No,91,13,29.0,78.6,55.95
7,Comercial,Costa,334.6,Malo,Hormigon,No,No,51,20,18.2,127.6,42.84
5,Comercial,Sierra,249.0,Bueno,Mixto,No,No,71,11,31.2,112.5,34.11
5,Comercial,Oriente,250.7,Malo,Hormigon,No,Si,72,21,19.5,99.1,32.94
3,Comercial,Oriente,120.8,Regular,Madera,No,Si,49,15,20.1,117.2,19.34
4,Comercial,Costa,204.8,Bueno,Madera,No,No,43,20,29.0,79.1,29.91
2,Residencial,Oriente,130.6,Malo,Mixto,No,Si,54,14,31.0,118.2,15.25
5,Residencial,Oriente,167.7,Bueno,Hormigon,Si,Si,90,12,26.0,116.1,22.91
4,Residencial,Costa,312.2,Malo,Hormigon,No,Si,45,18,22.3,157.0,50.8
5,Comercial,Sierra,322.8,Malo,Hormigon,No,Si,66,12,23.3,50.0,36.04
4,Comercial,Oriente,284.8,Malo,Mixto,No,No,44,15,23.1,120.6,38.05
5,Comercial,Costa,277.7,Regular,Madera,Si,Si,44,14,22.9,78.4,44.38
1,Comercial,Oriente,204.4,Bueno,Mixto,No,No,57,20,21.6,68.2,30.19
1,Comercial,Oriente,332.2,Regular,Madera,Si,No,67,9,27.1,154.8,49.82
2,Comercial,Oriente,212.9,Malo,Mixto,No,Si,74,11,31.5,96.6,24.98
4,Comercial,Oriente,190.1,Malo,Madera,No,No,98,13,22.6,113.1,22.35
5,Residencial,Costa,283.5,Regular,Hormigon,Si,Si,61,18,20.8,112.1,37.61
2,Comercial,Costa,209.5,Regular,Hormigon,No,No,73,7,30.6,118.4,24.9
3,Residencial,Costa,278.2,Bueno,Hormigon,Si,No,43,21,29.1,96.3,35.19
5,Residencial,Oriente,195.4,Malo,Mixto,Si,Si,57,14,32.0,122.0,27.25
4,Comercial,Oriente,301.4,Regular,Mixto,No,No,80,12,20.5,63.2,34.89
3,Comercial,Oriente,245.0,Malo,Mixto,No,Si,90,12,20.2,72.9,38.12
4,Residencial,Costa,231.9,Malo,Hormigon,Si,No,65,11,26.1,103.5,38.78
3,Residencial,Oriente,299.6,Bueno,Madera,Si,No,81,6,27.2,120.9,36.94
3,Comercial,Sierra,294.4,Bueno,Hormigon,No,Si,61,21,25.2,98.9,38.86
2,Comercial,Oriente,264.3,Bueno,Hormigon,No,Si,86,17,27.0,80.9,30.15
3,Residencial,Sierra,212.2,Regular,Madera,No,Si,72,6,20.7,50.0,26.27
5,Comercial,Oriente,265.1,Malo,Madera,Si,No,82,20,25.2,130.8,32.23
2,Comercial,Costa,221.3,Regular,Madera,No,Si,53,7,27.9,81.7,25.42
4,Comercial,Oriente,156.3,Regular,Madera,Si,Si,70,21,24.5,112.3,24.72
6,Residencial,Sierra,230.8,Bueno,Hormigon,No,Si,49,18,28.2,98.1,25.25
3,Residencial,Sierra,283.5,Malo,Mixto,Si,Si,90,22,24.8,120.4,33.37
3,Residencial,Oriente,273.3,Malo,Hormigon,Si,No,63,9,23.0,91.5,35.16
3,Comercial,Sierra,152.6,Bueno,Madera,No,No,60,18,22.6,111.6,23.72
1,Comercial,Sierra,218.4,Malo,Mixto,Si,No,87,10,24.2,107.3,31.08
2,Residencial,Costa,179.0,Bueno,Mixto,Si,No,47,15,18.3,102.1,21.51
3,Residencial,Oriente,253.5,Regular,Hormigon,Si,No,71,19,28.0,136.7,31.26
7,Residencial,Oriente,315.5,Regular,Hormigon,Si,No,70,12,30.7,98.3,46.03
5,Comercial,Oriente,190.3,Bueno,Hormigon,Si,Si,73,23,23.3,128.3,26.19
4,Residencial,Sierra,258.9,Regular,Mixto,No,No,62,8,18.7,77.6,38.07
4,Residencial,Oriente,131.0,Regular,Mixto,No,Si,64,14,32.8,82.6,24.69
3,Comercial,Oriente,165.0,Bueno,Mixto,Si,Si,46,5,22.0,159.6,25.75
3,Comercial,Costa,108.9,Regular,Madera,No,Si,58,19,19.9,83.1,15.93
4,Comercial,Costa,306.6,Malo,Madera,Si,Si,46,7,23.5,73.1,40.09
3,Residencial,Costa,153.5,Regular,Hormigon,Si,No,86,8,29.1,155.4,19.03
3,Comercial,Sierra,335.9,Bueno,Mixto,No,No,47,10,22.4,153.7,45.71
2,Comercial,Oriente,253.9,Malo,Hormigon,Si,No,53,9,26.6,106.7,47.31
3,Residencial,Costa,279.3,Malo,Mixto,Si,Si,40,13,24.2,119.9,38.48
4,Comercial,Costa,252.2,Regular,Hormigon,Si,No,52,17,19.8,74.3,45.49
3,Residencial,Costa,145.3,Malo,Madera,No,No,42,11,23.0,139.1,23.14
4,Residencial,Oriente,155.4,Bueno,Mixto,No,No,92,17,28.9,113.7,23.23
3,Comercial,Oriente,215.7,Malo,Madera,Si,No,67,17,27.2,85.5,29.89
7,Comercial,Oriente,316.9,Regular,Mixto,Si,No,77,23,19.8,120.8,45.7
2,Comercial,Sierra,137.8,Regular,Hormigon,Si,No,90,6,20.4,119.9,16.83
7,Comercial,Sierra,186.8,Malo,Mixto,Si,Si,54,4,27.6,100.5,21.21
3,Comercial,Costa,167.6,Bueno,Madera,Si,Si,75,12,30.2,122.9,24.67
6,Comercial,Oriente,305.4,Bueno,Mixto,No,No,92,12,23.2,109.1,39.09
4,Residencial,Costa,209.1,Regular,Hormigon,No,Si,42,5,26.9,80.8,25.88
2,Residencial,Oriente,189.6,Regular,Mixto,No,Si,43,19,20.6,112.6,32.29
4,Comercial,Oriente,122.8,Bueno,Madera,No,No,44,11,22.7,91.3,18.23
4,Residencial,Oriente,186.0,Malo,Hormigon,Si,Si,89,9,18.3,82.4,23.16
5,Comercial,Sierra,279.2,Malo,Madera,Si,No,65,16,29.5,136.7,36.42
4,Residencial,Sierra,120.0,Malo,Mixto,No,Si,64,4,24.0,59.5,16.43
4,Residencial,Oriente,160.1,Malo,Madera,No,No,49,22,30.2,158.9,18.05
3,Residencial,Costa,306.3,Bueno,Mixto,Si,Si,47,18,28.6,59.1,44.75
5,Comercial,Oriente,251.5,Regular,Hormigon,No,Si,51,4,30.4,110.2,29.48
7,Residencial,Oriente,368.5,Regular,Madera,Si,Si,93,13,22.3,115.0,51.92
3,Comercial,Costa,192.8,Malo,Madera,Si,Si,97,4,20.8,127.8,26.93
4,Residencial,Oriente,207.6,Bueno,Mixto,Si,No,98,15,32.6,90.3,29.7
5,Residencial,Costa,167.4,Bueno,Madera,No,Si,42,14,28.8,87.4,25.5
5,Residencial,Sierra,318.0,Malo,Madera,No,No,66,20,30.5,94.5,37.9
4,Residencial,Sierra,257.0,Malo,Hormigon,No,No,89,7,18.2,163.0,29.42
6,Residencial,Costa,293.2,Malo,Mixto,No,Si,62,10,23.3,154.3,41.32
3,Comercial,Sierra,170.1,Regular,Mixto,No,Si,79,15,29.1,159.1,21.96
4,Comercial,Sierra,165.7,Malo,Hormigon,Si,No,97,16,19.2,142.8,25.72
2,Residencial,Costa,288.8,Regular,Hormigon,No,Si,72,8,26.5,89.7,36.56
7,Residencial,Sierra,441.0,Bueno,Mixto,Si,No,53,9,24.4,74.4,55.92
1,Residencial,Oriente,259.0,Bueno,Hormigon,Si,Si,93,5,18.3,93.5,34.82
5,Residencial,Oriente,267.3,Regular,Hormigon,Si,No,62,10,21.5,107.7,36.65
6,Comercial,Costa,204.1,Regular,Hormigon,No,Si,70,17,22.3,50.0,28.6
7,Residencial,Sierra,209.9,Regular,Mixto,No,Si,52,17,19.7,144.2,30.31
3,Comercial,Oriente,141.9,Regular,Hormigon,No,No,96,13,27.5,109.7,19.91
5,Residencial,Oriente,243.1,Malo,Madera,No,No,51,7,21.6,94.5,26.62
1,Comercial,Sierra,206.5,Bueno,Madera,No,No,74,6,22.2,65.5,27.91
3,Residencial,Sierra,226.6,Malo,Mixto,No,Si,57,17,31.5,50.7,40.82
4,Residencial,Oriente,160.1,Regular,Hormigon,No,Si,60,9,25.0,117.7,27.02
6,Comercial,Oriente,225.8,Malo,Madera,No,Si,84,18,23.9,91.1,29.29
5,Residencial,Costa,243.4,Malo,Mixto,Si,Si,86,11,28.9,92.6,31.36
3,Residencial,Costa,145.2,Bueno,Madera,No,No,81,8,31.6,126.8,25.88
2,Residencial,Oriente,295.9,Malo,Hormigon,Si,No,40,6,18.4,109.3,38.58
5,Comercial,Costa,234.7,Bueno,Mixto,Si,Si,77,6,24.7,80.6,37.45
6,Residencial,Oriente,354.0,Regular,Madera,Si,Si,80,16,27.2,105.5,41.39
3,Residencial,Oriente,297.2,Malo,Mixto,Si,Si,81,5,22.8,98.1,33.54
5,Comercial,Costa,210.6,Regular,Madera,No,No,86,4,29.6,75.3,34.19
